"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script"
"2205","NGC 2205","Galaxy","13.7",259.822,"Pictor","06h10m","-62°32'","",-61.4666666666667,92.5,"planetarium.addPointer({
    'ra':  92.5 ,
    'dec':  -61.4666666666667 ,
    'label': ' NGC 2205 ',
    'colour': ' rgb(255,0,0) '});"
"2206","NGC 2206","Galaxy","12.2",230.319,"Canis Major","06h15m","-26°45'","",-25.25,93.75,"planetarium.addPointer({
    'ra':  93.75 ,
    'dec':  -25.25 ,
    'label': ' NGC 2206 ',
    'colour': ' rgb(255,0,0) '});"
"2223","NGC 2223","Galaxy","11.9",105.95,"Canis Major","06h24m","-22°50'","",-21.1666666666667,96,"planetarium.addPointer({
    'ra':  96 ,
    'dec':  -21.1666666666667 ,
    'label': ' NGC 2223 ',
    'colour': ' rgb(255,0,0) '});"
"2230","NGC 2230","Galaxy","14.1",314.427,"Dorado","06h21m","-64°59'","",-63.0166666666667,95.25,"planetarium.addPointer({
    'ra':  95.25 ,
    'dec':  -63.0166666666667 ,
    'label': ' NGC 2230 ',
    'colour': ' rgb(255,0,0) '});"
"2235","NGC 2235","Galaxy","14.0",281.338,"Dorado","06h22m","-64°56'","",-63.0666666666667,95.5,"planetarium.addPointer({
    'ra':  95.5 ,
    'dec':  -63.0666666666667 ,
    'label': ' NGC 2235 ',
    'colour': ' rgb(255,0,0) '});"
"2253","NGC 2253","Galaxy","12.9",185.168,"Camelopardalis","06h43m","+65°12'","",65.2,100.75,"planetarium.addPointer({
    'ra':  100.75 ,
    'dec':  65.2 ,
    'label': ' NGC 2253 ',
    'colour': ' rgb(255,0,0) '});"
"2258","NGC 2258","Galaxy","11.9",204.728,"Camelopardalis","06h47m","+74°28'","",74.4666666666667,101.75,"planetarium.addPointer({
    'ra':  101.75 ,
    'dec':  74.4666666666667 ,
    'label': ' NGC 2258 ',
    'colour': ' rgb(255,0,0) '});"
"2263","NGC 2263","Galaxy","12.9",88.672,"Canis Major","06h38m","-24°50'","",-23.1666666666667,99.5,"planetarium.addPointer({
    'ra':  99.5 ,
    'dec':  -23.1666666666667 ,
    'label': ' NGC 2263 ',
    'colour': ' rgb(255,0,0) '});"
"2268","NGC 2268","Galaxy","11.6",99.43,"Camelopardalis","07h14m","+84°22'","",84.3666666666667,108.5,"planetarium.addPointer({
    'ra':  108.5 ,
    'dec':  84.3666666666667 ,
    'label': ' NGC 2268 ',
    'colour': ' rgb(255,0,0) '});"
"2271","NGC 2271","Galaxy","13.2",103.668,"Canis Major","06h42m","-23°28'","",-22.5333333333333,100.5,"planetarium.addPointer({
    'ra':  100.5 ,
    'dec':  -22.5333333333333 ,
    'label': ' NGC 2271 ',
    'colour': ' rgb(255,0,0) '});"
"2272","NGC 2272","Galaxy","11.9",109.047,"Canis Major","06h42m","-27°27'","",-26.55,100.5,"planetarium.addPointer({
    'ra':  100.5 ,
    'dec':  -26.55 ,
    'label': ' NGC 2272 ',
    'colour': ' rgb(255,0,0) '});"
"2273","NGC 2273","Galaxy","12.5",130.889,"Lynx","06h46m","+60°20'","Mrk 620",60.3333333333333,101.5,"planetarium.addPointer({
    'ra':  101.5 ,
    'dec':  60.3333333333333 ,
    'label': ' NGC 2273 ',
    'colour': ' rgb(255,0,0) '});"
"2280","NGC 2280","Galaxy","11.1",80.196,"Canis Major","06h44m","-27°38'","",-26.3666666666667,101,"planetarium.addPointer({
    'ra':  101 ,
    'dec':  -26.3666666666667 ,
    'label': ' NGC 2280 ',
    'colour': ' rgb(255,0,0) '});"
"2283","NGC 2283","Galaxy","12.9",32.274,"Canis Major","06h45m","-18°12'","",-17.8,101.25,"planetarium.addPointer({
    'ra':  101.25 ,
    'dec':  -17.8 ,
    'label': ' NGC 2283 ',
    'colour': ' rgb(255,0,0) '});"
"2290","NGC 2290","Galaxy","13.0",279.871,"Gemini","06h50m","+33°26'","",33.4333333333333,102.5,"planetarium.addPointer({
    'ra':  102.5 ,
    'dec':  33.4333333333333 ,
    'label': ' NGC 2290 ',
    'colour': ' rgb(255,0,0) '});"
"2292","NGC 2292","Galaxy","11.8",120.946,"Canis Major","06h47m","-26°44'","",-25.2666666666667,101.75,"planetarium.addPointer({
    'ra':  101.75 ,
    'dec':  -25.2666666666667 ,
    'label': ' NGC 2292 ',
    'colour': ' rgb(255,0,0) '});"
"2293","NGC 2293","Galaxy","11.0",113.774,"Canis Major","06h47m","-26°45'","",-25.25,101.75,"planetarium.addPointer({
    'ra':  101.75 ,
    'dec':  -25.25 ,
    'label': ' NGC 2293 ',
    'colour': ' rgb(255,0,0) '});"
"2300","NGC 2300","Galaxy","12.1",108.069,"Cepheus","07h32m","+85°42'","Arp 114",85.7,113,"planetarium.addPointer({
    'ra':  113 ,
    'dec':  85.7 ,
    'label': ' NGC 2300 ',
    'colour': ' rgb(255,0,0) '});"
"2310","NGC 2310","Galaxy","11.8",42.38,"Puppis","06h53m","-40°51'","",-39.15,103.25,"planetarium.addPointer({
    'ra':  103.25 ,
    'dec':  -39.15 ,
    'label': ' NGC 2310 ',
    'colour': ' rgb(255,0,0) '});"
"2314","NGC 2314","Galaxy","11.9",179.626,"Camelopardalis","07h10m","+75°19'","Mel 57",75.3166666666667,107.5,"planetarium.addPointer({
    'ra':  107.5 ,
    'dec':  75.3166666666667 ,
    'label': ' NGC 2314 ',
    'colour': ' rgb(255,0,0) '});"
"2320","NGC 2320","Galaxy","11.9",264.06,"Lynx","07h05m","+50°34'","",50.5666666666667,106.25,"planetarium.addPointer({
    'ra':  106.25 ,
    'dec':  50.5666666666667 ,
    'label': ' NGC 2320 ',
    'colour': ' rgb(255,0,0) '});"
"2321","NGC 2321","Galaxy","15.0",296.986,"Lynx","07h05m","+50°45'","",50.75,106.25,"planetarium.addPointer({
    'ra':  106.25 ,
    'dec':  50.75 ,
    'label': ' NGC 2321 ',
    'colour': ' rgb(255,0,0) '});"
"2329","NGC 2329","Galaxy","12.5",282.316,"Lynx","07h09m","+48°36'","",48.6,107.25,"planetarium.addPointer({
    'ra':  107.25 ,
    'dec':  48.6 ,
    'label': ' NGC 2329 ',
    'colour': ' rgb(255,0,0) '});"
"2330","NGC 2330","Galaxy","13.1",261.452,"Lynx","07h09m","+50°09'","",50.15,107.25,"planetarium.addPointer({
    'ra':  107.25 ,
    'dec':  50.15 ,
    'label': ' NGC 2330 ',
    'colour': ' rgb(255,0,0) '});"
"2332","NGC 2332","Galaxy","13.9",268.95,"Lynx","07h09m","+50°10'","",50.1666666666667,107.25,"planetarium.addPointer({
    'ra':  107.25 ,
    'dec':  50.1666666666667 ,
    'label': ' NGC 2332 ',
    'colour': ' rgb(255,0,0) '});"
"2333","NGC 2333","Galaxy","14.1",242.218,"Gemini","07h08m","+35°10'","",35.1666666666667,107,"planetarium.addPointer({
    'ra':  107 ,
    'dec':  35.1666666666667 ,
    'label': ' NGC 2333 ',
    'colour': ' rgb(255,0,0) '});"
"2337","NGC 2337","Galaxy","12.5",31.785,"Lynx","07h10m","+44°27'","",44.45,107.5,"planetarium.addPointer({
    'ra':  107.5 ,
    'dec':  44.45 ,
    'label': ' NGC 2337 ',
    'colour': ' rgb(255,0,0) '});"
"2339","NGC 2339","Galaxy","11.8",100.734,"Gemini","07h08m","+18°46'","",18.7666666666667,107,"planetarium.addPointer({
    'ra':  107 ,
    'dec':  18.7666666666667 ,
    'label': ' NGC 2339 ',
    'colour': ' rgb(255,0,0) '});"
"2340","NGC 2340","Galaxy","11.7",275.796,"Lynx","07h11m","+50°10'","",50.1666666666667,107.75,"planetarium.addPointer({
    'ra':  107.75 ,
    'dec':  50.1666666666667 ,
    'label': ' NGC 2340 ',
    'colour': ' rgb(255,0,0) '});"
"2344","NGC 2344","Galaxy","12.1",128.118,"Lynx","07h12m","+47°10'","",47.1666666666667,108,"planetarium.addPointer({
    'ra':  108 ,
    'dec':  47.1666666666667 ,
    'label': ' NGC 2344 ',
    'colour': ' rgb(255,0,0) '});"
"2347","NGC 2347","Galaxy","12.6",223.31,"Camelopardalis","07h16m","+64°42'","",64.7,109,"planetarium.addPointer({
    'ra':  109 ,
    'dec':  64.7 ,
    'label': ' NGC 2347 ',
    'colour': ' rgb(255,0,0) '});"
"2350","NGC 2350","Galaxy","14.0",103.668,"Canis Minor","07h13m","+12°15'","",12.25,108.25,"planetarium.addPointer({
    'ra':  108.25 ,
    'dec':  12.25 ,
    'label': ' NGC 2350 ',
    'colour': ' rgb(255,0,0) '});"
"2357","NGC 2357","Galaxy","14.5",104.646,"Gemini","07h17m","+23°21'","",23.35,109.25,"planetarium.addPointer({
    'ra':  109.25 ,
    'dec':  23.35 ,
    'label': ' NGC 2357 ',
    'colour': ' rgb(255,0,0) '});"
"2365","NGC 2365","Galaxy","12.2",129.422,"Gemini","07h22m","+22°04'","",22.0666666666667,110.5,"planetarium.addPointer({
    'ra':  110.5 ,
    'dec':  22.0666666666667 ,
    'label': ' NGC 2365 ',
    'colour': ' rgb(255,0,0) '});"
"2370","NGC 2370","Galaxy","14.2",267.972,"Gemini","07h25m","+23°46'","",23.7666666666667,111.25,"planetarium.addPointer({
    'ra':  111.25 ,
    'dec':  23.7666666666667 ,
    'label': ' NGC 2370 ',
    'colour': ' rgb(255,0,0) '});"
"2373","NGC 2373","Galaxy","14.6",193.644,"Gemini","07h26m","+33°49'","",33.8166666666667,111.5,"planetarium.addPointer({
    'ra':  111.5 ,
    'dec':  33.8166666666667 ,
    'label': ' NGC 2373 ',
    'colour': ' rgb(255,0,0) '});"
"2375","NGC 2375","Galaxy","14.9",251.998,"Gemini","07h27m","+33°49'","",33.8166666666667,111.75,"planetarium.addPointer({
    'ra':  111.75 ,
    'dec':  33.8166666666667 ,
    'label': ' NGC 2375 ',
    'colour': ' rgb(255,0,0) '});"
"2377","NGC 2377","Galaxy","14.6",67.156,"Monoceros","07h24m","-09°39'","",-8.35,111,"planetarium.addPointer({
    'ra':  111 ,
    'dec':  -8.35 ,
    'label': ' NGC 2377 ',
    'colour': ' rgb(255,0,0) '});"
"2380","NGC 2380","Galaxy","11.1",83.782,"Canis Major","07h23m","-27°31'","",-26.4833333333333,110.75,"planetarium.addPointer({
    'ra':  110.75 ,
    'dec':  -26.4833333333333 ,
    'label': ' NGC 2380 ',
    'colour': ' rgb(255,0,0) '});"
"2388","NGC 2388","Galaxy","14.7",196.578,"Gemini","07h28m","+33°49'","",33.8166666666667,112,"planetarium.addPointer({
    'ra':  112 ,
    'dec':  33.8166666666667 ,
    'label': ' NGC 2388 ',
    'colour': ' rgb(255,0,0) '});"
"2389","NGC 2389","Galaxy","12.9",202.283,"Gemini","07h29m","+33°51'","",33.85,112.25,"planetarium.addPointer({
    'ra':  112.25 ,
    'dec':  33.85 ,
    'label': ' NGC 2389 ',
    'colour': ' rgb(255,0,0) '});"
"2393","NGC 2393","Galaxy","14.8",208.803,"Gemini","07h30m","+34°01'","",34.0166666666667,112.5,"planetarium.addPointer({
    'ra':  112.5 ,
    'dec':  34.0166666666667 ,
    'label': ' NGC 2393 ',
    'colour': ' rgb(255,0,0) '});"
"2410","NGC 2410","Galaxy","16.3",206.847,"Gemini","07h35m","+32°49'","",32.8166666666667,113.75,"planetarium.addPointer({
    'ra':  113.75 ,
    'dec':  32.8166666666667 ,
    'label': ' NGC 2410 ',
    'colour': ' rgb(255,0,0) '});"
"2416","NGC 2416","Galaxy","14.3",183.212,"Canis Minor","07h35m","+11°36'","",11.6,113.75,"planetarium.addPointer({
    'ra':  113.75 ,
    'dec':  11.6 ,
    'label': ' NGC 2416 ',
    'colour': ' rgb(255,0,0) '});"
"2418","NGC 2418","Galaxy","12.2",249.227,"Gemini","07h36m","+17°53'","Arp 165",17.8833333333333,114,"planetarium.addPointer({
    'ra':  114 ,
    'dec':  17.8833333333333 ,
    'label': ' NGC 2418 ',
    'colour': ' rgb(255,0,0) '});"
"2427","NGC 2427","Galaxy","11.5",35.045,"Puppis","07h36m","-47°38'","",-46.3666666666667,114,"planetarium.addPointer({
    'ra':  114 ,
    'dec':  -46.3666666666667 ,
    'label': ' NGC 2427 ',
    'colour': ' rgb(255,0,0) '});"
"2435","NGC 2435","Galaxy","13.4",152.242,"Gemini","07h44m","+31°39'","",31.65,116,"planetarium.addPointer({
    'ra':  116 ,
    'dec':  31.65 ,
    'label': ' NGC 2435 ',
    'colour': ' rgb(255,0,0) '});"
"2441","NGC 2441","Galaxy","12.2",161.696,"Camelopardalis","07h51m","+73°00'","",73,117.75,"planetarium.addPointer({
    'ra':  117.75 ,
    'dec':  73 ,
    'label': ' NGC 2441 ',
    'colour': ' rgb(255,0,0) '});"
"2446","NGC 2446","Galaxy","13.8",230.808,"Lynx","07h48m","+54°36'","",54.6,117,"planetarium.addPointer({
    'ra':  117 ,
    'dec':  54.6 ,
    'label': ' NGC 2446 ',
    'colour': ' rgb(255,0,0) '});"
"2449","NGC 2449","Galaxy","14.1",141.81,"Gemini","07h47m","+26°55'","",26.9166666666667,116.75,"planetarium.addPointer({
    'ra':  116.75 ,
    'dec':  26.9166666666667 ,
    'label': ' NGC 2449 ',
    'colour': ' rgb(255,0,0) '});"
"2469","NGC 2469","Galaxy","13.2",192.666,"Lynx","07h58m","+56°40'","",56.6666666666667,119.5,"planetarium.addPointer({
    'ra':  119.5 ,
    'dec':  56.6666666666667 ,
    'label': ' NGC 2469 ',
    'colour': ' rgb(255,0,0) '});"
"2476","NGC 2476","Galaxy","12.6",190.384,"Lynx","07h56m","+39°55'","",39.9166666666667,119,"planetarium.addPointer({
    'ra':  119 ,
    'dec':  39.9166666666667 ,
    'label': ' NGC 2476 ',
    'colour': ' rgb(255,0,0) '});"
"2486","NGC 2486","Galaxy","13.5",289.488,"Gemini","07h57m","+25°09'","",25.15,119.25,"planetarium.addPointer({
    'ra':  119.25 ,
    'dec':  25.15 ,
    'label': ' NGC 2486 ',
    'colour': ' rgb(255,0,0) '});"
"2487","NGC 2487","Galaxy","12.6",226.244,"Gemini","07h58m","+25°08'","",25.1333333333333,119.5,"planetarium.addPointer({
    'ra':  119.5 ,
    'dec':  25.1333333333333 ,
    'label': ' NGC 2487 ',
    'colour': ' rgb(255,0,0) '});"
"2492","NGC 2492","Galaxy","12.7",293.074,"Gemini","07h59m","+27°01'","",27.0166666666667,119.75,"planetarium.addPointer({
    'ra':  119.75 ,
    'dec':  27.0166666666667 ,
    'label': ' NGC 2492 ',
    'colour': ' rgb(255,0,0) '});"
"2493","NGC 2493","Galaxy","12.1",181.908,"Lynx","08h00m","+39°49'","",39.8166666666667,120,"planetarium.addPointer({
    'ra':  120 ,
    'dec':  39.8166666666667 ,
    'label': ' NGC 2493 ',
    'colour': ' rgb(255,0,0) '});"
"2498","NGC 2498","Galaxy","14.3",193.644,"Gemini","07h59m","+24°58'","",24.9666666666667,119.75,"planetarium.addPointer({
    'ra':  119.75 ,
    'dec':  24.9666666666667 ,
    'label': ' NGC 2498 ',
    'colour': ' rgb(255,0,0) '});"
"2502","NGC 2502","Galaxy","12.0",45.151,"Carina","07h55m","-52°18'","",-51.7,118.75,"planetarium.addPointer({
    'ra':  118.75 ,
    'dec':  -51.7 ,
    'label': ' NGC 2502 ',
    'colour': ' rgb(255,0,0) '});"
"2508","NGC 2508","Galaxy","14.0",246.782,"Canis Minor","08h01m","+08°33'","",8.55,120.25,"planetarium.addPointer({
    'ra':  120.25 ,
    'dec':  8.55 ,
    'label': ' NGC 2508 ',
    'colour': ' rgb(255,0,0) '});"
"2512","NGC 2512","Galaxy","14.2",186.798,"Cancer","08h03m","+23°23'","Mrk 384",23.3833333333333,120.75,"planetarium.addPointer({
    'ra':  120.75 ,
    'dec':  23.3833333333333 ,
    'label': ' NGC 2512 ',
    'colour': ' rgb(255,0,0) '});"
"2513","NGC 2513","Galaxy","11.6",225.918,"Cancer","08h02m","+09°24'","",9.4,120.5,"planetarium.addPointer({
    'ra':  120.5 ,
    'dec':  9.4 ,
    'label': ' NGC 2513 ',
    'colour': ' rgb(255,0,0) '});"
"2514","NGC 2514","Galaxy","13.4",172.78,"Cancer","08h02m","+15°48'","",15.8,120.5,"planetarium.addPointer({
    'ra':  120.5 ,
    'dec':  15.8 ,
    'label': ' NGC 2514 ',
    'colour': ' rgb(255,0,0) '});"
"2518","NGC 2518","Galaxy","14.2",260.8,"Lynx","08h07m","+51°07'","",51.1166666666667,121.75,"planetarium.addPointer({
    'ra':  121.75 ,
    'dec':  51.1166666666667 ,
    'label': ' NGC 2518 ',
    'colour': ' rgb(255,0,0) '});"
"2523","NGC 2523","Galaxy","11.9",212.878,"Camelopardalis","08h17m","+73°19'","Arp 9",73.3166666666667,124.25,"planetarium.addPointer({
    'ra':  124.25 ,
    'dec':  73.3166666666667 ,
    'label': ' NGC 2523 ',
    'colour': ' rgb(255,0,0) '});"
"2524","NGC 2524","Galaxy","12.7",181.256,"Lynx","08h08m","+39°09'","",39.15,122,"planetarium.addPointer({
    'ra':  122 ,
    'dec':  39.15 ,
    'label': ' NGC 2524 ',
    'colour': ' rgb(255,0,0) '});"
"2540","NGC 2540","Galaxy","14.4",321.436,"Cancer","08h12m","+26°21'","",26.35,123,"planetarium.addPointer({
    'ra':  123 ,
    'dec':  26.35 ,
    'label': ' NGC 2540 ',
    'colour': ' rgb(255,0,0) '});"
"2544","NGC 2544","Galaxy","13.4",134.638,"Camelopardalis","08h21m","+73°59'","Mrk 87",73.9833333333333,125.25,"planetarium.addPointer({
    'ra':  125.25 ,
    'dec':  73.9833333333333 ,
    'label': ' NGC 2544 ',
    'colour': ' rgb(255,0,0) '});"
"2545","NGC 2545","Galaxy","12.4",171.965,"Cancer","08h14m","+21°21'","",21.35,123.5,"planetarium.addPointer({
    'ra':  123.5 ,
    'dec':  21.35 ,
    'label': ' NGC 2545 ',
    'colour': ' rgb(255,0,0) '});"
"2550","NGC 2550","Galaxy","13.4",94.54,"Camelopardalis","08h28m","+73°44'","",73.7333333333333,127,"planetarium.addPointer({
    'ra':  127 ,
    'dec':  73.7333333333333 ,
    'label': ' NGC 2550 ',
    'colour': ' rgb(255,0,0) '});"
"2555","NGC 2555","Galaxy","13.4",275.144,"Hydra","08h17m","+00°44'","",0.733333333333333,124.25,"planetarium.addPointer({
    'ra':  124.25 ,
    'dec':  0.733333333333333 ,
    'label': ' NGC 2555 ',
    'colour': ' rgb(255,0,0) '});"
"2556","NGC 2556","Galaxy","15.4",249.064,"Cancer","08h19m","+20°56'","",20.9333333333333,124.75,"planetarium.addPointer({
    'ra':  124.75 ,
    'dec':  20.9333333333333 ,
    'label': ' NGC 2556 ',
    'colour': ' rgb(255,0,0) '});"
"2557","NGC 2557","Galaxy","14.3",235.209,"Cancer","08h19m","+21°26'","",21.4333333333333,124.75,"planetarium.addPointer({
    'ra':  124.75 ,
    'dec':  21.4333333333333 ,
    'label': ' NGC 2557 ',
    'colour': ' rgb(255,0,0) '});"
"2558","NGC 2558","Galaxy","13.0",284.272,"Cancer","08h19m","+20°30'","",20.5,124.75,"planetarium.addPointer({
    'ra':  124.75 ,
    'dec':  20.5 ,
    'label': ' NGC 2558 ',
    'colour': ' rgb(255,0,0) '});"
"2559","NGC 2559","Galaxy","11.3",57.376,"Puppis","08h17m","-27°27'","",-26.55,124.25,"planetarium.addPointer({
    'ra':  124.25 ,
    'dec':  -26.55 ,
    'label': ' NGC 2559 ',
    'colour': ' rgb(255,0,0) '});"
"2566","NGC 2566","Galaxy","10.8",28.5902,"Puppis","08h18m","-25°29'","",-24.5166666666667,124.5,"planetarium.addPointer({
    'ra':  124.5 ,
    'dec':  -24.5166666666667 ,
    'label': ' NGC 2566 ',
    'colour': ' rgb(255,0,0) '});"
"2569","NGC 2569","Galaxy","15.1",249.064,"Cancer","08h21m","+20°52'","",20.8666666666667,125.25,"planetarium.addPointer({
    'ra':  125.25 ,
    'dec':  20.8666666666667 ,
    'label': ' NGC 2569 ',
    'colour': ' rgb(255,0,0) '});"
"2570","NGC 2570","Galaxy","14.7",304.484,"Cancer","08h21m","+20°54'","",20.9,125.25,"planetarium.addPointer({
    'ra':  125.25 ,
    'dec':  20.9 ,
    'label': ' NGC 2570 ',
    'colour': ' rgb(255,0,0) '});"
"2572","NGC 2572","Galaxy","14.7",418.91,"Cancer","08h21m","+19°08'","",19.1333333333333,125.25,"planetarium.addPointer({
    'ra':  125.25 ,
    'dec':  19.1333333333333 ,
    'label': ' NGC 2572 ',
    'colour': ' rgb(255,0,0) '});"
"2573","NGC 2573","Galaxy","13.5",117.686,"Octans","23h07m","-89°06'","Polarissima Australis",-88.9,346.75,"planetarium.addPointer({
    'ra':  346.75 ,
    'dec':  -88.9 ,
    'label': ' NGC 2573 ',
    'colour': ' rgb(255,0,0) '});"
"2574","NGC 2574","Galaxy","13.2",163.326,"Hydra","08h20m","-08°55'","",-7.08333333333333,125,"planetarium.addPointer({
    'ra':  125 ,
    'dec':  -7.08333333333333 ,
    'label': ' NGC 2574 ',
    'colour': ' rgb(255,0,0) '});"
"2575","NGC 2575","Galaxy","13.0",192.34,"Cancer","08h22m","+24°17'","",24.2833333333333,125.5,"planetarium.addPointer({
    'ra':  125.5 ,
    'dec':  24.2833333333333 ,
    'label': ' NGC 2575 ',
    'colour': ' rgb(255,0,0) '});"
"2576","NGC 2576","Galaxy","15.2",387.94,"Cancer","08h22m","+25°44'","",25.7333333333333,125.5,"planetarium.addPointer({
    'ra':  125.5 ,
    'dec':  25.7333333333333 ,
    'label': ' NGC 2576 ',
    'colour': ' rgb(255,0,0) '});"
"2578","NGC 2578","Galaxy","12.6",153.22,"Puppis","08h21m","-13°19'","",-12.6833333333333,125.25,"planetarium.addPointer({
    'ra':  125.25 ,
    'dec':  -12.6833333333333 ,
    'label': ' NGC 2578 ',
    'colour': ' rgb(255,0,0) '});"
"2582","NGC 2582","Galaxy","13.1",230.156,"Cancer","08h25m","+20°20'","",20.3333333333333,126.25,"planetarium.addPointer({
    'ra':  126.25 ,
    'dec':  20.3333333333333 ,
    'label': ' NGC 2582 ',
    'colour': ' rgb(255,0,0) '});"
"2584","NGC 2584","Galaxy","15.0",250.694,"Hydra","08h23m","-04°58'","",-3.03333333333333,125.75,"planetarium.addPointer({
    'ra':  125.75 ,
    'dec':  -3.03333333333333 ,
    'label': ' NGC 2584 ',
    'colour': ' rgb(255,0,0) '});"
"2590","NGC 2590","Galaxy","13.0",207.01,"Hydra","08h25m","-00°35'","",0.583333333333333,126.25,"planetarium.addPointer({
    'ra':  126.25 ,
    'dec':  0.583333333333333 ,
    'label': ' NGC 2590 ',
    'colour': ' rgb(255,0,0) '});"
"2591","NGC 2591","Galaxy","12.7",67.156,"Camelopardalis","08h37m","+78°01'","",78.0166666666667,129.25,"planetarium.addPointer({
    'ra':  129.25 ,
    'dec':  78.0166666666667 ,
    'label': ' NGC 2591 ',
    'colour': ' rgb(255,0,0) '});"
"2592","NGC 2592","Galaxy","13.6",109.373,"Cancer","08h27m","+25°58'","",25.9666666666667,126.75,"planetarium.addPointer({
    'ra':  126.75 ,
    'dec':  25.9666666666667 ,
    'label': ' NGC 2592 ',
    'colour': ' rgb(255,0,0) '});"
"2595","NGC 2595","Galaxy","12.4",229.504,"Cancer","08h27m","+21°28'","",21.4666666666667,126.75,"planetarium.addPointer({
    'ra':  126.75 ,
    'dec':  21.4666666666667 ,
    'label': ' NGC 2595 ',
    'colour': ' rgb(255,0,0) '});"
"2596","NGC 2596","Galaxy","13.5",272.373,"Cancer","08h27m","+17°17'","",17.2833333333333,126.75,"planetarium.addPointer({
    'ra':  126.75 ,
    'dec':  17.2833333333333 ,
    'label': ' NGC 2596 ',
    'colour': ' rgb(255,0,0) '});"
"2598","NGC 2598","Galaxy","13.6",206.195,"Cancer","08h30m","+21°29'","",21.4833333333333,127.5,"planetarium.addPointer({
    'ra':  127.5 ,
    'dec':  21.4833333333333 ,
    'label': ' NGC 2598 ',
    'colour': ' rgb(255,0,0) '});"
"2600","NGC 2600","Galaxy","15.1",515.08,"Ursa Major","08h34m","+52°42'","",52.7,128.5,"planetarium.addPointer({
    'ra':  128.5 ,
    'dec':  52.7 ,
    'label': ' NGC 2600 ',
    'colour': ' rgb(255,0,0) '});"
"2601","NGC 2601","Galaxy","13.4",177.67,"Volans","08h25m","-68°07'","",-67.8833333333333,126.25,"planetarium.addPointer({
    'ra':  126.25 ,
    'dec':  -67.8833333333333 ,
    'label': ' NGC 2601 ',
    'colour': ' rgb(255,0,0) '});"
"2602","NGC 2602","Galaxy","15.4",557.46,"Ursa Major","08h35m","+52°49'","",52.8166666666667,128.75,"planetarium.addPointer({
    'ra':  128.75 ,
    'dec':  52.8166666666667 ,
    'label': ' NGC 2602 ',
    'colour': ' rgb(255,0,0) '});"
"2614","NGC 2614","Galaxy","13.9",92.095,"Ursa Major","08h42m","+72°58'","",72.9666666666667,130.5,"planetarium.addPointer({
    'ra':  130.5 ,
    'dec':  72.9666666666667 ,
    'label': ' NGC 2614 ',
    'colour': ' rgb(255,0,0) '});"
"2616","NGC 2616","Galaxy","12.6",342.3,"Hydra","08h35m","-01°51'","",-0.15,128.75,"planetarium.addPointer({
    'ra':  128.75 ,
    'dec':  -0.15 ,
    'label': ' NGC 2616 ',
    'colour': ' rgb(255,0,0) '});"
"2619","NGC 2619","Galaxy","12.7",193.155,"Cancer","08h37m","+28°42'","",28.7,129.25,"planetarium.addPointer({
    'ra':  129.25 ,
    'dec':  28.7 ,
    'label': ' NGC 2619 ',
    'colour': ' rgb(255,0,0) '});"
"2620","NGC 2620","Galaxy","14.6",391.2,"Cancer","08h37m","+24°56'","",24.9333333333333,129.25,"planetarium.addPointer({
    'ra':  129.25 ,
    'dec':  24.9333333333333 ,
    'label': ' NGC 2620 ',
    'colour': ' rgb(255,0,0) '});"
"2629","NGC 2629","Galaxy","12.3",154.524,"Ursa Major","08h47m","+72°59'","",72.9833333333333,131.75,"planetarium.addPointer({
    'ra':  131.75 ,
    'dec':  72.9833333333333 ,
    'label': ' NGC 2629 ',
    'colour': ' rgb(255,0,0) '});"
"2634","NGC 2634","Galaxy","12.0",151.59,"Camelopardalis","08h48m","+73°56'","",73.9333333333333,132,"planetarium.addPointer({
    'ra':  132 ,
    'dec':  73.9333333333333 ,
    'label': ' NGC 2634 ',
    'colour': ' rgb(255,0,0) '});"
"2642","NGC 2642","Galaxy","12.7",106.276,"Hydra","08h40m","-04°07'","",-3.88333333333333,130,"planetarium.addPointer({
    'ra':  130 ,
    'dec':  -3.88333333333333 ,
    'label': ' NGC 2642 ',
    'colour': ' rgb(255,0,0) '});"
"2644","NGC 2644","Galaxy","13.5",67.645,"Hydra","08h41m","+04°58'","",4.96666666666667,130.25,"planetarium.addPointer({
    'ra':  130.25 ,
    'dec':  4.96666666666667 ,
    'label': ' NGC 2644 ',
    'colour': ' rgb(255,0,0) '});"
"2646","NGC 2646","Galaxy","12.0",113.122,"Camelopardalis","08h50m","+73°27'","",73.45,132.5,"planetarium.addPointer({
    'ra':  132.5 ,
    'dec':  73.45 ,
    'label': ' NGC 2646 ',
    'colour': ' rgb(255,0,0) '});"
"2650","NGC 2650","Galaxy","14.2",184.516,"Ursa Major","08h49m","+70°17'","",70.2833333333333,132.25,"planetarium.addPointer({
    'ra':  132.25 ,
    'dec':  70.2833333333333 ,
    'label': ' NGC 2650 ',
    'colour': ' rgb(255,0,0) '});"
"2654","NGC 2654","Galaxy","11.7",76.936,"Ursa Major","08h49m","+60°13'","",60.2166666666667,132.25,"planetarium.addPointer({
    'ra':  132.25 ,
    'dec':  60.2166666666667 ,
    'label': ' NGC 2654 ',
    'colour': ' rgb(255,0,0) '});"
